no;state;year;price;pop;pop16;cpi;ndi;sales;pimin
819;31;71;41.7;7273;5275.8;40.5;4830.800717;125.1;41.3
820;31;72;42.1;7322;5359.2;41.8;5094.478719;128.4;42.7
821;31;73;48.9;7316;5402.9;44.4;5593.269604;120.2;44
822;31;74;50.2;7312;5450.4;49.3;6039.32489;121.4;44.2
823;31;75;52.8;7313;5503.8;53.8;6568.87821;122.3;45.9
824;31;76;53.6;7312;5554.3;56.9;7036.906662;122.4;50.1
825;31;77;56.9;7306;5596.9;60.6;7551.078765;122.8;51.7
826;31;78;61.9;7316;5649.3;65.2;8326.731552;123.9;57.4
827;31;79;63.5;7332;5702.7;72.6;9119.962873;123.8;60
828;31;80;66.4;7364;6708.8;82.4;10118.6433;124.3;61.3
829;31;81;68.7;7404;5804.6;90.9;11177.74994;127.9;64.8
830;31;82;76.2;7438;5852.1;96.5;12130.28672;126.3;69.8
831;31;83;92.1;7468;5898.7;99.6;13182.80141;121.3;81.7
832;31;84;101.1;7515;5957.8;103.9;14383.63498;117.8;91.1
833;31;85;104.7;7568;6014.1;107.6;15321.8892;116.9;98.7
834;31;86;114.5;7625;6075.2;109.6;16133.79771;115.5;104.9
835;31;87;119.6;7672;6083;113.6;17317.05274;111.6;110
836;31;88;131.8;7721;6119;118.3;18998;107.8;112.3
837;31;89;139.5;7736;6112;124;20218;103;122.8
838;31;90;149.3;7740;6115.2;130.7;21328;98.6;133.7
839;31;91;180.4;7770;6100.2;136.2;21884;86.7;143.2
840;31;92;191.1;7799.1;6104.2;140.3;23074;86.6;174.7
841;32;63;30.1;990;609.3;30.6;1834.691787;92.5;23.9
842;32;64;30.2;1008;621.9;31;1931.03405;89.9;24
843;32;65;30.2;1014;629.6;31.5;2031.565107;96.3;24.2
844;32;66;30.4;1009;628.6;32.4;2156.181729;96.5;29.6
845;32;67;31.5;1002;629.6;33.4;2254.618389;95.5;29.2
846;32;68;33.7;994;632.5;34.8;2433.689334;99.9;31.2
847;32;69;37.9;994;619;36.7;2563.541949;87;33.3
848;32;70;39.7;1016;675.9;38.8;2785.548033;90;34.6
849;32;71;41.7;1050;708.7;40.5;3026.40369;92.6;36.6
850;32;72;41.1;1073;732.8;41.8;3286.10892;99.3;37.2
851;32;73;41.8;1097;758.8;44.4;3605.504465;98.9;36.5
852;32;74;43.7;1120;782.9;49.3;3928.041605;100.3;37.8
853;32;75;46.3;1146;810.9;53.8;4432.791286;103.1;40.5
854;32;76;49.5;1172;837.9;56.9;4847.481896;102.4;43.4
855;32;77;51.6;1195;862.9;60.6;5266.361299;102.4;44.7
856;32;78;56;1215;882.2;65.2;5920.860367;103.1;49.5
857;32;79;57.6;1241;905.3;72.6;6555.462663;101;53.7
858;32;80;62.6;1303;951.6;82.4;7168.073791;102.7;57.2
859;32;81;63;1328;971.9;90.9;7683.295457;103;62.7
860;32;82;69.4;1359;994;96.5;8046.673339;97.5;68.1
861;32;83;79.6;1399;1023.9;99.6;8546.187028;96.3;80.5
862;32;84;90.2;1424;1042.3;103.9;8896.998528;88.9;92.8
863;32;85;97.5;1450;1061.5;107.6;9619.565499;88;95.1
864;32;86;101.2;1479;1085.6;109.6;9889.742714;88.2;103.5
865;32;87;110.2;1500;1103;113.6;10162.01433;82.3;108.6
866;32;88;113.7;1507;1105;118.3;10672;77.7;113.5
867;32;89;127.2;1528;1120;124;11302;74.4;125.6
868;32;90;133.6;1539.2;1128.2;130.7;12398;70.8;130.2
869;32;91;146.9;1572.7;1150.5;136.2;12961;69.9;149.1
870;32;92;165.4;1606.2;1174.8;140.3;13709;71.4;165.7
871;33;63;26.2;17691;12524.7;30.6;2636.631396;146.9;26.8
872;33;64;26.9;17894;12652.7;31;2827.206024;141.2;27.8
873;33;65;26.5;18106;12803.7;31.5;2964.377872;138.5;28.1
874;33;66;34.6;17968;12708.5;32.4;3141.340027;122.4;29.8
875;33;67;34.7;18023;12774.8;33.4;3310.972389;123.2;30.1
876;33;68;34.5;18186;12935.5;34.8;3583.221858;124.9;31.3
877;33;69;38.6;18321;13267.4;36.7;3790.550299;122.4;32.2
878;33;70;40.7;18241;13177;38.8;4119.343889;119;37.7
879;33;71;41.7;18361;13348.3;40.5;4394.734698;123.3;39.5
880;33;72;42.7;18350;13445.4;41.8;4599.968913;119.9;40
881;33;73;45.8;18196;13441.6;44.4;4977.97683;118.7;39.8
882;33;74;47.4;18078;13465.6;49.3;5387.398146;121.6;41.3
883;33;75;51.5;18041;13550.3;53.8;5828.232864;123.9;41.8
884;33;76;54.2;17987;13618.6;56.9;6193.67542;124.6;47.1
885;33;77;53.8;17869;13628.2;60.6;6644.981271;125.5;47
886;33;78;59.5;17746;13628.2;65.2;7338.170303;126.4;52.5
887;33;79;61.1;17648;13640.7;72.6;8053.348716;124.4;54.8
888;33;80;64.4;17557;13594.6;82.4;8929.782584;127.6;58.9
889;33;81;65.9;17602;13694.6;90.9;9901.503765;130.1;61
890;33;82;72.5;17659;13773.5;96.5;10556.99672;128.5;66.8
891;33;83;83.1;17667;13825.5;99.6;11476.36223;124.6;77
892;33;84;100.8;17735;13896.7;103.9;12574.78413;119.3;90.6
893;33;85;106.2;17762;13946.7;107.6;13192.581;115.9;95.5
894;33;86;111.2;17795;13936.1;109.6;14042.83703;114;104.9
895;33;87;117;17825;14015;113.6;14908.79977;108.9;110
896;33;88;125.9;17909;14072;118.3;16269;106.2;112.3
897;33;89;136.7;17950;14071;124;17293;100.1;122.8
898;33;90;167.4;17957;14076.5;130.7;18178;93.7;133.7
899;33;91;180.4;18024.9;14032.8;136.2;18631;86.4;144.1
900;33;92;198.5;18085.8;14037.8;140.3;20021;82.4;168
901;35;63;27.1;645;425.5;30.6;1850.038709;103.3;26.6
902;35;64;28.5;650;430.4;31;1841.375676;102;28.5
903;35;65;28.6;652;434.2;31.5;2184.046738;103.2;28.3
904;35;66;30.2;642;431.3;32.4;2218.698868;99.5;30.3
905;35;67;30.5;632;428.4;33.4;2297.628719;96.3;30.9
906;35;68;32.3;624;428.4;34.8;2430.461883;97;32.4
907;35;69;32.3;615;419.7;36.7;2672.064233;96.9;32.4
908;35;70;37.3;617;431.3;38.8;2748.106406;93.8;34
909;35;71;38.9;627;444.9;40.5;3167.782201;98.5;34.7
910;35;72;38.9;631;453.6;41.8;3774.194473;103.8;39.1
911;35;73;39.4;633;460.4;44.4;5650.222279;108.7;39.6
912;35;74;39.9;635;466.2;49.3;5191.081559;110.5;40.4
913;35;75;42.6;640;475;53.8;5211.295301;117.9;42.8
914;35;76;45.9;647;483.7;56.9;4987.981575;125.4;45
915;35;77;47.4;651;490.5;60.6;5169.905257;122.2;46.4
916;35;78;53.2;653;494.3;65.2;6271.072938;121.9;51.9
917;35;79;55;657;499.2;72.6;6778.341616;121.3;53.7
918;35;80;59.6;653;492.4;82.4;6896.736393;123.7;56.7
919;35;81;62;658;495.3;90.9;8365.601673;125.7;60.4
920;35;82;67.8;670;504;96.5;8818.004479;126.8;65.7
921;35;83;77.9;680;509.8;99.6;9423.454192;119.6;77.2
922;35;84;94.4;686;514.7;103.9;10345.58587;109.4;89.8
923;35;85;100.6;685;513.7;107.6;10608.36452;103.2;92.3
924;35;86;104.2;679;510.8;109.6;11053.06685;99.8;102
925;35;87;110.3;672;505;113.6;11364.93602;92.3;106.2
926;35;88;123.3;667;503;118.3;11389;87.1;115.3
927;35;89;135.9;660;499;124;11937;84.1;123
928;35;90;144.3;652.8;493.6;130.7;13416;77.1;138.9
929;35;91;159.8;648.8;491.5;136.2;14157;85.2;143.6
930;35;92;168.3;649.8;494.6;140.3;15297;74.4;160
931;36;63;26.3;10020;6725.1;30.6;2242.886017;130.4;24.1
932;36;64;26.4;10124;6810.4;31;2408.686661;129.4;25
933;36;65;26.4;10241;6920.7;31.5;2568.384214;134.8;24.5
934;36;66;26.3;10397;7058.7;32.4;2759.614405;135.5;24.7
935;36;67;27;10488;7163.2;33.4;2861.332592;136.4;25
936;36;68;30.8;10610;7306;34.8;3083.078239;129.8;26.3
937;36;69;31.5;10740;7424.9;36.7;3295.669249;128.8;27
938;36;70;36.6;10652;7441.1;38.8;3476.727621;121.6;28.3
939;36;71;38.1;10721;7567.7;40.5;3699.49045;124.6;30.1
940;36;72;38.4;10725;7647.2;41.8;3928.35637;124.4;30.6
941;36;73;42;10738;7730.6;44.4;4381.002301;120.5;30.6
942;36;74;42.9;10730;7797.7;49.3;4774.651684;122.1;31.5
943;36;75;46;10727;7867.7;53.8;5111.338882;122.5;33.3
944;36;76;48.5;10703;7916.6;56.9;5601.620542;124.6;36
945;36;77;49.8;10715;7984.6;60.6;6149.881568;127.3;36.9
946;36;78;53.9;10732;8050.8;65.2;6804.94669;131.3;41.4
947;36;79;56.3;10731;8089.1;72.6;7502.733451;130.9;43.4
948;36;80;58.7;10797;8133.2;82.4;8130.334663;133.5;46.3
949;36;81;61.4;10781;8144.7;90.9;8789.468513;132.8;49.4
950;36;82;68.3;10791;8171.6;96.5;9259.406535;134;56.3
951;36;83;82.5;10746;8166.8;99.6;9800.547289;130;66.4
952;36;84;89.2;10752;8185;103.9;10736.35461;127.1;75.4
953;36;85;92.2;10745;8215.6;107.6;11247.99709;126.7;79.3
954;36;86;98.1;10748;8255.9;109.6;11814.56739;126.3;85.4
955;36;87;102.2;10784;8300;113.6;12360.79405;124.6;90.5
956;36;88;108.4;10855;8375;118.3;13261;122.4;94.4
957;36;89;120.5;10907;8407;124;13994;118.6;103.8
958;36;90;135.4;10925.1;8421;130.7;15025;115.5;115.6
959;36;91;139.8;11017.8;8492.6;136.2;15396;113.2;120.5
960;36;92;159.6;11095.3;8569.2;140.3;16359;112.3;135.8
961;37;63;28.4;2450;1723.2;30.6;1789.568525;113.4;25.8
962;37;64;28.8;2461;1733.9;31;1929.506247;111.5;25.6
963;37;65;28.8;2448;1731;31.5;2085.78706;115.6;26.1
964;37;66;30.4;2478;1762.1;32.4;2201.210144;115.9;26.2
965;37;67;30.7;2516;1803;33.4;2362.598173;117.9;27.5
966;37;68;31.2;2542;1833.2;34.8;2548.500839;113;29.2
967;37;69;36.9;2568;1871.2;36.7;2701.717322;108.7;29.9
968;37;70;38.4;2559;1871.2;38.8;2959.121014;108.4;34.2
969;37;71;39.8;2607;1919.9;40.5;3130.723476;115.4;36.8
970;37;72;39.8;2639;1955;41.8;3315.604699;121.7;37.7
971;37;73;40.4;2667;1990.1;44.4;3819.176207;124.1;37.7
972;37;74;41;2697;2026.1;49.3;4160.338244;130.5;38
973;37;75;43.6;2728;2061.2;53.8;4616.923364;132.9;42.7
974;37;76;46.4;2771;2107.9;56.9;5047.972404;138.6;44.7
975;37;77;47.9;2805;2143;60.6;5551.543912;140.4;45.9
976;37;78;53.1;2843;2179;65.2;6248.168189;143.6;49.9
977;37;79;55.5;2892;2221.9;72.6;7113.330599;141.6;52.2
978;37;80;62.9;3025;2316.4;82.4;7889.627447;141.6;57.3
979;37;81;65.8;3100;2370;90.9;8826.290882;143.7;59.8
980;37;82;71.7;3177;2424.5;96.5;9376.848779;147;64.7
981;37;83;83.9;3298;2508.3;99.6;9553.558456;140;74.8
982;37;84;93.3;3298;2510.2;103.9;10029.551;128.1;84.8
983;37;85;95.1;3316;2507.3;107.6;9973.37162;124.2;93.7
984;37;86;104.6;3306;2509.2;109.6;10159.27429;119.9;101.2
985;37;87;114.4;3272;2481;113.6;10359.47716;113.1;108.5
986;37;88;122.6;3242;2458;118.3;10956;103.6;113.7
987;37;89;133.4;3224;2464;124;11591;97.5;118.9
988;37;90;146.1;3219.9;2460.9;130.7;12579;88.4;129.1
989;37;91;149.1;3249.6;2483.4;136.2;12951;87.8;132.5
990;37;92;170.6;3287.5;2511.2;140.3;14344;86.3;153.1
991;39;63;26.8;11408;7991.7;30.6;2188.364861;128.3;26.2
992;39;64;29.7;11505;8068.8;31;2344.455127;117.4;26.4
993;39;65;29.8;11583;8149.8;31.5;2484.006028;120.4;26.4
994;39;66;29.8;11657;8238.5;32.4;2655.60195;122.9;26.3
995;39;67;30.1;11672;8294.4;33.4;2837.534975;125.5;27
996;39;68;36.4;11750;8412.9;34.8;3033.939946;117.1;30.8
997;39;69;36.5;11803;8563.3;36.7;3255.153966;114.7;30.7
998;39;70;38.4;11793;8525.7;38.8;3494.974773;107.3;32.6
999;39;71;44.7;11864;8658.7;40.5;3701.716848;106.3;34.2
1000;39;72;44.7;11871;8742.6;41.8;3929.13313;109;34.3
1001;39;73;44.9;11840;8800.4;44.4;4359.156645;110.7;35.3
1002;39;74;46.6;11807;8853.4;49.3;4777.809347;114.2;35.8
1003;39;75;49.8;11829;8945;53.8;5227.473359;114.6;39.5
1004;39;76;52.3;11807;8999.9;56.9;5680.238503;118.8;46.1
1005;39;77;53.3;11791;9052;60.6;6157.812695;120.1;48.9
1006;39;78;57.4;11763;9091.5;65.2;6741.859056;122.3;52.1
1007;39;79;60.6;11731;9118.5;72.6;7483.029394;122.6;56.2
1008;39;80;61.3;11864;9230.3;82.4;8231.435705;124;58.1
1009;39;81;64.8;11871;9275.6;90.9;9035.662375;125.2;61.4
1010;39;82;69.8;11865;9292;96.5;9616.607605;123.3;65.4
1011;39;83;81.7;11895;9341.2;99.6;10151.03587;125.3;74.9
1012;39;84;97.7;11901;9367.2;103.9;10842.58811;115.3;84.2
1013;39;85;100.1;11864;9370.1;107.6;11532.07293;115.8;90.1
1014;39;86;104.9;11894;9412.5;109.6;12193.64757;113.9;93.3
1015;39;87;110;11936;9452;113.6;12911.04257;100.6;100.3
1016;39;88;112.3;12001;9507;118.3;13891;107.6;108.4
1017;39;89;122.8;12040;9525;124;14811;107.1;120.2
1018;39;90;133.7;12056.2;9537.8;130.7;16136;101.3;131.5
1019;39;91;144.1;12136.4;9579.5;136.2;16609;102.5;139.8
1020;39;92;176.2;12185.1;9612;140.3;17658;96.2;158.2
1021;40;63;27;877;615.5;30.6;2227.727018;144.6;26.8
1022;40;64;27.3;884;621.3;31;2363.677072;140.3;27.8
1023;40;65;29.8;891;629;31.5;2514.046071;133.2;28.1
1024;40;66;30;898;635.8;32.4;2708.70183;140.2;30.1
1025;40;67;31;901;637.7;33.4;2905.417438;144.5;31.1
1026;40;68;32.1;908;648.3;34.8;3077.414855;142.9;31.3
1027;40;69;38.4;911;658.9;36.7;3265.891066;117.8;32.2
1028;40;70;39.3;949;689.7;38.8;3505.863509;123.9;39.6
1029;40;71;40.2;960;701.3;40.5;3659.322282;123.2;41
1030;40;72;41.6;969;713.8;41.8;3906.504198;134.4;46
1031;40;73;40.6;967;718.6;44.4;4212.391819;142;46
1032;40;74;41.3;940;700.3;49.3;4598.613563;146.1;46.3
1033;40;75;44.3;930;699.3;53.8;5066.199354;154.7;49.4
1034;40;76;52.2;931;707;56.9;5481.258988;150.2;57.4
1035;40;77;52.3;933;714.8;60.6;5987.981916;148.8;57.3
1036;40;78;56.3;932;719.6;65.2;6546.201076;146.8;61.7
1037;40;79;58.7;929;723.4;72.6;7211.5324;145.8;64.4
1038;40;80;60;947;741.7;82.4;8033.412271;149.3;67
1039;40;81;64.5;953;751.4;90.9;8821.304629;151.2;70.8
1040;40;82;71.6;958;757.1;96.5;9456.768138;146.3;78.1
1041;40;83;84;955;758.1;99.6;10332.20409;135.8;88.7
1042;40;84;94.8;962;763.9;103.9;11243.68741;136.9;101.4
1043;40;85;100.3;967;770.6;107.6;11830.74446;133.4;108.3
1044;40;86;101.8;975;778.3;109.6;12449.72917;136.3;115
1045;40;87;113.5;986;787;113.6;13229.38213;124.4;120.4
1046;40;88;121.5;993;791;118.3;14352;138;129.7
1047;40;89;134.8;998;793;124;15189;120.8;142
1048;40;90;150.9;1000;794.6;130.7;15870;101.4;152.4
1049;40;91;170.3;1001;790.6;136.2;16024;103.6;163.3
1050;40;92;190;1002;787.6;140.3;17863;100.1;175.9
1051;41;63;27.3;2498;1608.3;30.6;1498.147853;88.2;26.9
1052;41;64;26.5;2528;1638.8;31;1619.314027;89.7;27.5
1053;41;65;26.2;2550;1663.6;31.5;1769.231495;90.1;30.9
1054;41;66;26.2;2607;1718;32.4;1946.873427;93.4;30.6
1055;41;67;27.3;2638;1750.5;33.4;2086.522576;95.1;31.5
1056;41;68;29.5;2669;1792.5;34.8;2269.298668;95.7;33.3
1057;41;69;29;2692;1788.7;36.7;2466.450407;104.2;34.2
1058;41;70;32.5;2590;1774.3;38.8;2688.246114;103.6;34.3
1059;41;71;34.3;2642;1828.7;40.5;2863.834382;115;35.8
1060;41;72;34.1;2682;1870.7;41.8;3087.683753;118.7;40.9
1061;41;73;33.5;2723;1911.8;44.4;3473.772576;125.5;42.4
1062;41;74;35.2;2774;1965.2;49.3;3823.92228;129.7;42.4
1063;41;75;38.1;2813;2010.1;53.8;4115.542561;130.5;44.5
1064;41;76;41;2838;2043.5;56.9;4468.772761;136.8;47.9
1065;41;77;42.2;2868;2079.8;60.6;4848.700592;137.2;49.5
1066;41;78;49.2;2902;2118.9;65.2;5327.204293;140.4;54.7
1067;41;79;50.2;2932;2151.4;72.6;5820.083642;135.7;56.6
1068;41;80;52.3;3122;2308.8;82.4;6345.821614;138.3;59.3
1069;41;81;54.7;3167;2351.8;90.9;6978.350111;136.1;62.6
1070;41;82;61.9;3203;2383.3;96.5;7441.451332;136;67.8
1071;41;83;72.4;3264;2437.7;99.6;8005.182087;131.1;78.9
1072;41;84;81.3;3300;2477.8;103.9;8794.815877;127;86.8
1073;41;85;83;3334;2515;107.6;9215.816987;125.4;90.7
1074;41;86;88.7;3381;2558;109.6;9728.206144;126.6;100.1
1075;41;87;95.3;3425;2599;113.6;10317.6077;126.6;103.9
1076;41;88;99.9;3470;2636;118.3;11098;124.4;109.2
1077;41;89;111.9;3512;2667;124;11665;122.4;122.4
1078;41;90;125.2;3542.5;2690.1;130.7;12880;118.6;132.3
1079;41;91;129;3616.6;2744.6;136.2;13166;121.5;138.2
1080;41;92;151.9;3660.3;2780.8;140.3;14318;121.9;159.5
1081;42;63;26.6;707;470.7;30.6;1780.950762;106;25.8
1082;42;64;28.5;700;467.8;31;1785.93105;99.4;26.2
1083;42;65;28.3;686;460.9;31.5;2051.878395;98.7;26.1
1084;42;66;30.5;680;459;32.4;2241.129315;98.8;26.5
1085;42;67;31.3;668;455.1;33.4;2310.853338;99.6;27.4
1086;42;68;32.7;665;459;34.8;2460.261959;100.4;32.3
1087;42;69;32.4;659;453.1;36.7;2609.67058;102.5;32.3
1088;42;70;38.5;666;470.7;38.8;2819.838707;92.7;33.9
1089;42;71;38.5;671;481.4;40.5;3083.793937;96.7;34.4
1090;42;72;39.1;677;491.1;41.8;3536.00403;103;34.4
1091;42;73;39.6;679;497;44.4;4566.923515;103.5;34.4
1092;42;74;40.4;680;502.8;49.3;4404.566147;108.4;35.8
1093;42;75;42.8;682;507.7;53.8;4611.746101;113.5;38.6
1094;42;76;45;687;516.5;56.9;4516.124584;116.7;42.6
1095;42;77;46.4;690;521.4;60.6;5246.234712;115.6;43.4
1096;42;78;53.2;690;524.3;65.2;5945.467058;116.9;49.8
1097;42;79;54.1;689;524.3;72.6;6671.592956;117.4;51.7
1098;42;80;58.8;691;523.3;82.4;6793.111968;114.7;55.3
1099;42;81;62.3;686;518.4;90.9;7773.232522;115.7;55.9
1100;42;82;68;691;521.4;96.5;8012.286315;113;64.3
1101;42;83;78.8;700;525.3;99.6;8478.441213;109.8;71
1102;42;84;89.8;706;530.1;103.9;9333.058525;105.7;81.7
1103;42;85;92.3;708;532.1;107.6;9821.126687;104.4;87.4
1104;42;86;108.5;708;534;109.6;10482.50885;97;97.8
1105;42;87;113.7;709;535;113.6;10974.56124;95.8;102.7
1106;42;88;124.7;713;538;118.3;11369;91.9;112.9
1107;42;89;130.1;715;539;124;12335;87.4;118.6
1108;42;90;138.9;714;538.2;130.7;14308;88.3;129.5
1109;42;91;150.3;721.2;544.5;136.2;14831;91.8;127
1110;42;92;160;729.4;549.7;140.3;15082;93;155.1
1111;43;63;26.1;3742;2548;30.6;1676.95896;110.3;24.1
1112;43;64;29;3805;2598.9;31;1797.189809;105.5;25
1113;43;65;28.9;3850;2639.2;31.5;1940.421341;108.1;24.5
1114;43;66;29.5;3878;2674.7;32.4;2107.699042;109.9;24.7
1115;43;67;29.6;3936;2730.4;33.4;2239.430233;111.5;25
1116;43;68;32.6;3952;2763.9;34.8;2448.52736;109.2;26.3
1117;43;69;32.8;3985;2808.1;36.7;2626.259918;107.3;27
1118;43;70;39.9;3924;2788.9;38.8;2825.947674;99.8;28.3
1119;43;71;41.6;3991;2859;40.5;3058.045486;106.3;30.1
1120;43;72;41.6;4054;2923.3;41.8;3350.781464;111.5;29.9
1121;43;73;40.8;4089;2972.2;44.4;3753.293434;109.7;30.1
1122;43;74;42.5;4137;3030.7;49.3;4088.894323;114.8;31.3
1123;43;75;45.3;4180;3085.4;53.8;4397.312586;117.4;33.3
1124;43;76;48.3;4233;3147.8;56.9;4805.051984;121.7;36
1125;43;77;49.6;4289;3212.1;60.6;5222.200752;124.6;36.9
1126;43;78;54.8;4333;3261.1;65.2;5800.354309;127.3;41.4
1127;43;79;57.3;4380;3317.7;72.6;6399.417579;127.2;43.4
1128;43;80;60.3;4591;3476;82.4;6868.840629;130.4;46.3
1129;43;81;63.7;4612;3503.9;90.9;7577.679891;129.1;49.4
1130;43;82;68.3;4651;3545.1;96.5;8047.102941;131.4;56.3
1131;43;83;79.1;4685;3582.6;99.6;8501.889193;129;66.4
1132;43;84;88.3;4717;3621.9;103.9;9367.5513;125.1;75.4
1133;43;85;92.5;4766;3668.9;107.6;9810.837209;128.7;79.3
1134;43;86;98.8;4800;3709.3;109.6;10592.86047;129;85.4
1135;43;87;103.5;4855;3763;113.6;11367.56532;130.6;90.5
1136;43;88;112.1;4895;3798;118.3;12228;125.3;94.4
1137;43;89;121.5;4940;3832;124;12854;124.7;103.8
1138;43;90;135;4963.4;3850.2;130.7;13857;121.8;115.6
1139;43;91;137.4;5040.8;3912;136.2;14328;120.6;120.5
1140;43;92;163.9;5113;3967.7;140.3;15820;121;135.8
1141;44;63;29.5;10257;6807.7;30.6;1896.926481;113.4;27
1142;44;64;29.7;10401;6910.9;31;2043.878778;110.7;27.3
1143;44;65;29.5;10591;7067.3;31.5;2179.447447;120.5;27.2
1144;44;66;33.8;10714;7190.8;32.4;2331.57412;106.1;30
1145;44;67;34.4;10858;7333.6;33.4;2530.270184;109;30.4
1146;44;68;34.9;11013;7495.8;34.8;2721.72212;108.4;30.9
1147;44;69;34.4;11187;7606.7;36.7;2928.697186;111.3;30.9
1148;44;70;40.4;11196;7817.1;38.8;3185.346268;106.4;34.3
1149;44;71;42;11445;8056.5;40.5;3350.926321;108.9;38.8
1150;44;72;46.9;11644;8261.1;41.8;3570.319891;108.6;39.8
1151;44;73;46.4;11853;8474.4;44.4;4029.804538;110.4;39.9
1152;44;74;47.5;12049;8682.8;49.3;4427.196665;114.7;41
1153;44;75;50.6;12293;8926;53.8;4954.983084;116;43.6
1154;44;76;53.3;12571;9194.3;56.9;5447.583741;121.4;46.4
1155;44;77;53.3;12801;9419.2;60.6;5970.195783;124.2;47.9
1156;44;78;59.1;13047;9646;65.2;6739.108154;126.6;53.1
1157;44;79;62.2;13380;9924.9;72.6;7525.613405;126.4;55.5
1158;44;80;63.7;14228;10564.7;82.4;8363.862423;129.7;60
1159;44;81;66.9;14766;10960.4;90.9;9404.947006;129;62.6
1160;44;82;73.8;15280;11331.9;96.5;9983.442315;131.2;69.4
1161;44;83;84.1;15724;11655.2;99.6;10367.38106;126.4;79.6
1162;44;84;93.8;15989;11856.9;103.9;11138.36318;117.2;90.2
1163;44;85;102.1;16389;12077;107.6;11755.14888;115.9;95.1
1164;44;86;105.5;16689;12300.9;109.6;11910.38018;113.7;101.2
1165;44;87;114.4;16789;12353;113.6;12184.62214;105.8;110.2
1166;44;88;128;16841;12390;118.3;12908;96.5;113.7
1167;44;89;137;16991;12545;124;13687;94.5;127.2
1168;44;90;145.7;17173;12679.4;130.7;14590;85.6;133.6
1169;44;91;173.6;17538.9;12913.8;136.2;15187;79.6;146.5
1170;44;92;186;17849.3;13123.2;140.3;15965;77.2;165.4
1171;45;63;24.9;973;592;30.6;2060.705706;72;23.9
1172;45;64;29.4;977;594.8;31;2181.171171;62.3;24
1173;45;65;29.7;994;609.9;31.5;2282.447447;65;24.2
1174;45;66;30.8;1010;624.9;32.4;2365.600601;65.7;26.5
1175;45;67;31.5;1022;637.1;33.4;2454.084084;64.3;27.4
1176;45;68;32.3;1031;649.4;34.8;2573.483484;64.3;31.3
1177;45;69;33.3;1045;644.7;36.7;2706.741742;65.6;31.9
1178;45;70;34.6;1059;686.9;38.8;2975.39039;65.5;33.8
1179;45;71;36.6;1094;716.1;40.5;3192.867868;67.7;33.6
1180;45;72;37.2;1123;740.5;41.8;3449.78979;71.3;33.7
1181;45;73;36.5;1152;764.9;44.4;3757.882883;72.7;34.4
1182;45;74;37.8;1177;784.7;49.3;4094.75976;75.6;35.8
1183;45;75;40.5;1206;806.3;53.8;4488.138138;75.8;38.6
1184;45;76;43.4;1239;828.8;56.9;4868.723724;77.9;42.5
1185;45;77;44.7;1276;852.3;60.6;5311.141141;78;43.4
1186;45;78;49.5;1317;875.8;65.2;5899.60961;79.6;49.8
1187;45;79;53.7;1367;904;72.6;6426.246246;79.1;51.7
1188;45;80;57.2;1461;961.3;82.4;6981.666667;74.8;55.3
1189;45;81;62.7;1518;991.4;90.9;7545.615616;77.6;55.9
1190;45;82;68.1;1554;1009.3;96.5;7796.141141;73.6;64.3
1191;45;83;82;1619;1045.9;99.6;8251.351351;69;71
1192;45;84;95.3;1652;1065.7;103.9;8831.291291;66.3;81.7
1193;45;85;104.6;1644;1081.6;107.6;9230;66.5;87.4
1194;45;86;103.5;1664;1099.5;109.6;9647.897898;64.4;97.8
1195;45;87;108.6;1680;1107;113.6;10035.94595;67.7;102.7
1196;45;88;122.9;1690;1116;118.3;10650;55;112.9
1197;45;89;135.6;1707;1131;124;11425;57;118.6
1198;45;90;151.9;1724;1142.3;130.7;12012;53.4;129.5
1199;45;91;167.1;1771;1178.9;136.2;12492;53.5;127
1200;45;92;170.1;1814.1;1214.5;140.3;13355;55;155.1
1201;46;63;28.2;397;269.5;30.6;2042.502678;133.5;24.2
1202;46;64;29.3;399;272.4;31;2188.80076;129.1;24.7
1203;46;65;29.4;404;276.3;31.5;2400.876274;122.9;24.7
1204;46;66;32.5;410;282;32.4;2634.499568;130.4;25.9
1205;46;67;31.8;420;289.8;33.4;2786.468118;127.4;26.5
1206;46;68;33.9;429;298.5;34.8;2990.604977;128.8;29.9
1207;46;69;34.2;439;307.2;36.7;3161.853119;134.6;29.9
1208;46;70;37.7;444;311;38.8;3393.208225;122.6;31.4
1209;46;71;39.5;453;319.7;40.5;3668.792984;124.4;34.1
1210;46;72;40;460;327.4;41.8;3778.800069;138;36.1
1211;46;73;39.8;464;333.2;44.4;4167.794194;146.8;36.9
1212;46;74;41.3;468;339;49.3;4485.340418;151.8;37.9
1213;46;75;41.8;473;346.8;53.8;4816.495766;155.5;40.8
1214;46;76;47.1;477;353.5;56.9;5304.156039;171.1;43.9
1215;46;77;47;483;360.3;60.6;5630.775013;169.4;45
1216;46;78;52.5;487;367;65.2;6338.449456;162.4;49.7
1217;46;79;54.8;493;373.8;72.6;6920.239502;160.9;53.2
1218;46;80;58.9;511;390.2;82.4;7519.040954;161.6;55.3
1219;46;81;61;516;395.1;90.9;8392.293071;163.8;58.4
1220;46;82;66.8;516;396;96.5;9596.700536;162.3;67
1221;46;83;77;525;404.7;99.6;9335.858994;153.8;74.7
1222;46;84;90.6;530;407.6;103.9;10134.26093;144.3;90.5
1223;46;85;95.5;535;413.4;107.6;10719.45326;144.5;89.2
